time,level,message
"2025-10-16 22:40:14,703",INFO,"Epoch 09 | Train Loss: 0.0833
"
"2025-10-16 22:40:16,303",INFO,"Epoch 09 | Val Loss: 0.0759 | Val IoU: 0.6404 (57/89)
"
"2025-10-16 22:40:16,314",INFO,"New best IoU: 0.6404 -> saved to ./checkpoints/20251016/best_iou_0.6404.pth
"
"2025-10-16 22:40:16,314",INFO,"Epoch 09 finished in 12.3s
"
"2025-10-16 22:40:26,980",INFO,"Epoch 10 | Train Loss: 0.0852
"
"2025-10-16 22:40:28,484",INFO,"Epoch 10 | Val Loss: 0.0755 | Val IoU: 0.6854 (61/89)
"
"2025-10-16 22:40:28,494",INFO,"New best IoU: 0.6854 -> saved to ./checkpoints/20251016/best_iou_0.6854.pth
"
"2025-10-16 22:40:28,494",INFO,"Epoch 10 finished in 12.2s
"
"2025-10-16 22:40:39,174",INFO,"Epoch 11 | Train Loss: 0.0806
"
"2025-10-16 22:40:40,728",INFO,"Epoch 11 | Val Loss: 0.0815 | Val IoU: 0.6629 (59/89)
"
"2025-10-16 22:40:40,729",INFO,"IoU未提升（当前:0.6629 最佳:0.6854），模型不保存
"
"2025-10-16 22:40:40,729",INFO,"Epoch 11 finished in 12.2s
"
"2025-10-16 22:40:51,333",INFO,"Epoch 12 | Train Loss: 0.0795
"
"2025-10-16 22:40:52,836",INFO,"Epoch 12 | Val Loss: 0.0689 | Val IoU: 0.7865 (70/89)
"
"2025-10-16 22:40:52,846",INFO,"New best IoU: 0.7865 -> saved to ./checkpoints/20251016/best_iou_0.7865.pth
"
"2025-10-16 22:40:52,846",INFO,"Epoch 12 finished in 12.1s
"
"2025-10-16 22:41:03,665",INFO,"Epoch 13 | Train Loss: 0.0772
"
"2025-10-16 22:41:05,150",INFO,"Epoch 13 | Val Loss: 0.0742 | Val IoU: 0.6854 (61/89)
"
"2025-10-16 22:41:05,151",INFO,"IoU未提升（当前:0.6854 最佳:0.7865），模型不保存
"
"2025-10-16 22:41:05,151",INFO,"Epoch 13 finished in 12.3s
"
"2025-10-16 22:41:15,828",INFO,"Epoch 14 | Train Loss: 0.0812
"
"2025-10-16 22:41:17,334",INFO,"Epoch 14 | Val Loss: 0.0793 | Val IoU: 0.7303 (65/89)
"
"2025-10-16 22:41:17,334",INFO,"IoU未提升（当前:0.7303 最佳:0.7865），模型不保存
"
"2025-10-16 22:41:17,334",INFO,"Epoch 14 finished in 12.2s
"
"2025-10-16 22:41:28,029",INFO,"Epoch 15 | Train Loss: 0.0791
"
"2025-10-16 22:41:29,589",INFO,"Epoch 15 | Val Loss: 0.0870 | Val IoU: 0.7079 (63/89)
"
"2025-10-16 22:41:29,589",INFO,"IoU未提升（当前:0.7079 最佳:0.7865），模型不保存
"
"2025-10-16 22:41:29,589",INFO,"Epoch 15 finished in 12.3s
"
"2025-10-16 22:41:40,295",INFO,"Epoch 16 | Train Loss: 0.0768
"
"2025-10-16 22:41:41,899",INFO,"Epoch 16 | Val Loss: 0.0606 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:41:41,910",INFO,"New best IoU: 0.9101 -> saved to ./checkpoints/20251016/best_iou_0.9101.pth
"
"2025-10-16 22:41:41,910",INFO,"Epoch 16 finished in 12.3s
"
"2025-10-16 22:41:52,530",INFO,"Epoch 17 | Train Loss: 0.0731
"
"2025-10-16 22:41:54,063",INFO,"Epoch 17 | Val Loss: 0.0660 | Val IoU: 0.8764 (78/89)
"
"2025-10-16 22:41:54,063",INFO,"IoU未提升（当前:0.8764 最佳:0.9101），模型不保存
"
"2025-10-16 22:41:54,063",INFO,"Epoch 17 finished in 12.2s
"
"2025-10-16 22:42:04,780",INFO,"Epoch 18 | Train Loss: 0.0750
"
"2025-10-16 22:42:06,313",INFO,"Epoch 18 | Val Loss: 0.0722 | Val IoU: 0.8764 (78/89)
"
"2025-10-16 22:42:06,313",INFO,"IoU未提升（当前:0.8764 最佳:0.9101），模型不保存
"
"2025-10-16 22:42:06,313",INFO,"Epoch 18 finished in 12.2s
"
"2025-10-16 22:42:16,993",INFO,"Epoch 19 | Train Loss: 0.0720
"
"2025-10-16 22:42:18,692",INFO,"Epoch 19 | Val Loss: 0.0721 | Val IoU: 0.8652 (77/89)
"
"2025-10-16 22:42:18,692",INFO,"IoU未提升（当前:0.8652 最佳:0.9101），模型不保存
"
"2025-10-16 22:42:18,692",INFO,"Epoch 19 finished in 12.4s
"
"2025-10-16 22:42:29,456",INFO,"Epoch 20 | Train Loss: 0.0765
"
"2025-10-16 22:42:31,026",INFO,"Epoch 20 | Val Loss: 0.0734 | Val IoU: 0.8652 (77/89)
"
"2025-10-16 22:42:31,026",INFO,"IoU未提升（当前:0.8652 最佳:0.9101），模型不保存
"
"2025-10-16 22:42:31,026",INFO,"Epoch 20 finished in 12.3s
"
"2025-10-16 22:42:41,704",INFO,"Epoch 21 | Train Loss: 0.0739
"
"2025-10-16 22:42:43,222",INFO,"Epoch 21 | Val Loss: 0.0661 | Val IoU: 0.8539 (76/89)
"
"2025-10-16 22:42:43,223",INFO,"IoU未提升（当前:0.8539 最佳:0.9101），模型不保存
"
"2025-10-16 22:42:43,223",INFO,"Epoch 21 finished in 12.2s
"
"2025-10-16 22:42:53,850",INFO,"Epoch 22 | Train Loss: 0.0727
"
"2025-10-16 22:42:55,500",INFO,"Epoch 22 | Val Loss: 0.0666 | Val IoU: 0.8539 (76/89)
"
"2025-10-16 22:42:55,500",INFO,"IoU未提升（当前:0.8539 最佳:0.9101），模型不保存
"
"2025-10-16 22:42:55,500",INFO,"Epoch 22 finished in 12.3s
"
"2025-10-16 22:43:06,207",INFO,"Epoch 23 | Train Loss: 0.0766
"
"2025-10-16 22:43:07,765",INFO,"Epoch 23 | Val Loss: 0.0742 | Val IoU: 0.7191 (64/89)
"
"2025-10-16 22:43:07,765",INFO,"IoU未提升（当前:0.7191 最佳:0.9101），模型不保存
"
"2025-10-16 22:43:07,766",INFO,"Epoch 23 finished in 12.3s
"
"2025-10-16 22:43:18,514",INFO,"Epoch 24 | Train Loss: 0.0740
"
"2025-10-16 22:43:20,047",INFO,"Epoch 24 | Val Loss: 0.0707 | Val IoU: 0.8652 (77/89)
"
"2025-10-16 22:43:20,047",INFO,"IoU未提升（当前:0.8652 最佳:0.9101），模型不保存
"
"2025-10-16 22:43:20,047",INFO,"Epoch 24 finished in 12.3s
"
"2025-10-16 22:43:30,733",INFO,"Epoch 25 | Train Loss: 0.0731
"
"2025-10-16 22:43:32,408",INFO,"Epoch 25 | Val Loss: 0.0731 | Val IoU: 0.8315 (74/89)
"
"2025-10-16 22:43:32,408",INFO,"IoU未提升（当前:0.8315 最佳:0.9101），模型不保存
"
"2025-10-16 22:43:32,408",INFO,"Epoch 25 finished in 12.4s
"
"2025-10-16 22:43:43,103",INFO,"Epoch 26 | Train Loss: 0.0723
"
"2025-10-16 22:43:44,614",INFO,"Epoch 26 | Val Loss: 0.0798 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:43:44,614",INFO,"IoU未提升（当前:0.9101 最佳:0.9101），模型不保存
"
"2025-10-16 22:43:44,614",INFO,"Epoch 26 finished in 12.2s
"
"2025-10-16 22:43:55,363",INFO,"Epoch 27 | Train Loss: 0.0715
"
"2025-10-16 22:43:56,902",INFO,"Epoch 27 | Val Loss: 0.0682 | Val IoU: 0.8315 (74/89)
"
"2025-10-16 22:43:56,902",INFO,"IoU未提升（当前:0.8315 最佳:0.9101），模型不保存
"
"2025-10-16 22:43:56,902",INFO,"Epoch 27 finished in 12.3s
"
"2025-10-16 22:44:07,482",INFO,"Epoch 28 | Train Loss: 0.0701
"
"2025-10-16 22:44:09,119",INFO,"Epoch 28 | Val Loss: 0.0707 | Val IoU: 0.8539 (76/89)
"
"2025-10-16 22:44:09,119",INFO,"IoU未提升（当前:0.8539 最佳:0.9101），模型不保存
"
"2025-10-16 22:44:09,119",INFO,"Epoch 28 finished in 12.2s
"
"2025-10-16 22:44:19,807",INFO,"Epoch 29 | Train Loss: 0.0733
"
"2025-10-16 22:44:21,329",INFO,"Epoch 29 | Val Loss: 0.0728 | Val IoU: 0.8764 (78/89)
"
"2025-10-16 22:44:21,330",INFO,"IoU未提升（当前:0.8764 最佳:0.9101），模型不保存
"
"2025-10-16 22:44:21,330",INFO,"Epoch 29 finished in 12.2s
"
"2025-10-16 22:44:31,998",INFO,"Epoch 30 | Train Loss: 0.0695
"
"2025-10-16 22:44:33,677",INFO,"Epoch 30 | Val Loss: 0.0674 | Val IoU: 0.8539 (76/89)
"
"2025-10-16 22:44:33,678",INFO,"IoU未提升（当前:0.8539 最佳:0.9101），模型不保存
"
"2025-10-16 22:44:33,678",INFO,"Epoch 30 finished in 12.3s
"
"2025-10-16 22:44:44,292",INFO,"Epoch 31 | Train Loss: 0.0725
"
"2025-10-16 22:44:45,733",INFO,"Epoch 31 | Val Loss: 0.0745 | Val IoU: 0.6517 (58/89)
"
"2025-10-16 22:44:45,734",INFO,"IoU未提升（当前:0.6517 最佳:0.9101），模型不保存
"
"2025-10-16 22:44:45,734",INFO,"Epoch 31 finished in 12.1s
"
"2025-10-16 22:44:56,389",INFO,"Epoch 32 | Train Loss: 0.0684
"
"2025-10-16 22:44:58,075",INFO,"Epoch 32 | Val Loss: 0.0733 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:44:58,075",INFO,"IoU未提升（当前:0.9101 最佳:0.9101），模型不保存
"
"2025-10-16 22:44:58,075",INFO,"Epoch 32 finished in 12.3s
"
"2025-10-16 22:45:08,793",INFO,"Epoch 33 | Train Loss: 0.0699
"
"2025-10-16 22:45:10,303",INFO,"Epoch 33 | Val Loss: 0.0739 | Val IoU: 0.8090 (72/89)
"
"2025-10-16 22:45:10,303",INFO,"IoU未提升（当前:0.8090 最佳:0.9101），模型不保存
"
"2025-10-16 22:45:10,303",INFO,"Epoch 33 finished in 12.2s
"
"2025-10-16 22:45:20,936",INFO,"Epoch 34 | Train Loss: 0.0708
"
"2025-10-16 22:45:22,462",INFO,"Epoch 34 | Val Loss: 0.0728 | Val IoU: 0.8202 (73/89)
"
"2025-10-16 22:45:22,462",INFO,"IoU未提升（当前:0.8202 最佳:0.9101），模型不保存
"
"2025-10-16 22:45:22,462",INFO,"Epoch 34 finished in 12.2s
"
"2025-10-16 22:45:33,227",INFO,"Epoch 35 | Train Loss: 0.0683
"
"2025-10-16 22:45:34,849",INFO,"Epoch 35 | Val Loss: 0.0683 | Val IoU: 0.9213 (82/89)
"
"2025-10-16 22:45:34,860",INFO,"New best IoU: 0.9213 -> saved to ./checkpoints/20251016/best_iou_0.9213.pth
"
"2025-10-16 22:45:34,860",INFO,"Epoch 35 finished in 12.4s
"
"2025-10-16 22:45:45,582",INFO,"Epoch 36 | Train Loss: 0.0718
"
"2025-10-16 22:45:47,220",INFO,"Epoch 36 | Val Loss: 0.0715 | Val IoU: 0.9213 (82/89)
"
"2025-10-16 22:45:47,220",INFO,"IoU未提升（当前:0.9213 最佳:0.9213），模型不保存
"
"2025-10-16 22:45:47,220",INFO,"Epoch 36 finished in 12.4s
"
"2025-10-16 22:45:57,852",INFO,"Epoch 37 | Train Loss: 0.0729
"
"2025-10-16 22:45:59,403",INFO,"Epoch 37 | Val Loss: 0.0661 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:45:59,403",INFO,"IoU未提升（当前:0.9101 最佳:0.9213），模型不保存
"
"2025-10-16 22:45:59,403",INFO,"Epoch 37 finished in 12.2s
"
"2025-10-16 22:46:10,131",INFO,"Epoch 38 | Train Loss: 0.0719
"
"2025-10-16 22:46:11,783",INFO,"Epoch 38 | Val Loss: 0.0610 | Val IoU: 0.8539 (76/89)
"
"2025-10-16 22:46:11,783",INFO,"IoU未提升（当前:0.8539 最佳:0.9213），模型不保存
"
"2025-10-16 22:46:11,783",INFO,"Epoch 38 finished in 12.4s
"
"2025-10-16 22:46:22,502",INFO,"Epoch 39 | Train Loss: 0.0680
"
"2025-10-16 22:46:24,027",INFO,"Epoch 39 | Val Loss: 0.0766 | Val IoU: 0.8764 (78/89)
"
"2025-10-16 22:46:24,027",INFO,"IoU未提升（当前:0.8764 最佳:0.9213），模型不保存
"
"2025-10-16 22:46:24,027",INFO,"Epoch 39 finished in 12.2s
"
"2025-10-16 22:46:34,703",INFO,"Epoch 40 | Train Loss: 0.0678
"
"2025-10-16 22:46:36,288",INFO,"Epoch 40 | Val Loss: 0.0716 | Val IoU: 0.8989 (80/89)
"
"2025-10-16 22:46:36,288",INFO,"IoU未提升（当前:0.8989 最佳:0.9213），模型不保存
"
"2025-10-16 22:46:36,288",INFO,"Epoch 40 finished in 12.3s
"
"2025-10-16 22:46:46,964",INFO,"Epoch 41 | Train Loss: 0.0699
"
"2025-10-16 22:46:48,574",INFO,"Epoch 41 | Val Loss: 0.0622 | Val IoU: 0.8764 (78/89)
"
"2025-10-16 22:46:48,575",INFO,"IoU未提升（当前:0.8764 最佳:0.9213），模型不保存
"
"2025-10-16 22:46:48,575",INFO,"Epoch 41 finished in 12.3s
"
"2025-10-16 22:46:59,271",INFO,"Epoch 42 | Train Loss: 0.0708
"
"2025-10-16 22:47:00,846",INFO,"Epoch 42 | Val Loss: 0.0634 | Val IoU: 0.9663 (86/89)
"
"2025-10-16 22:47:00,857",INFO,"New best IoU: 0.9663 -> saved to ./checkpoints/20251016/best_iou_0.9663.pth
"
"2025-10-16 22:47:00,857",INFO,"Epoch 42 finished in 12.3s
"
"2025-10-16 22:47:11,517",INFO,"Epoch 43 | Train Loss: 0.0675
"
"2025-10-16 22:47:13,115",INFO,"Epoch 43 | Val Loss: 0.0630 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:47:13,116",INFO,"IoU未提升（当前:0.9101 最佳:0.9663），模型不保存
"
"2025-10-16 22:47:13,116",INFO,"Epoch 43 finished in 12.3s
"
"2025-10-16 22:47:23,693",INFO,"Epoch 44 | Train Loss: 0.0673
"
"2025-10-16 22:47:25,283",INFO,"Epoch 44 | Val Loss: 0.0653 | Val IoU: 0.9326 (83/89)
"
"2025-10-16 22:47:25,283",INFO,"IoU未提升（当前:0.9326 最佳:0.9663），模型不保存
"
"2025-10-16 22:47:25,283",INFO,"Epoch 44 finished in 12.2s
"
"2025-10-16 22:47:36,071",INFO,"Epoch 45 | Train Loss: 0.0697
"
"2025-10-16 22:47:37,710",INFO,"Epoch 45 | Val Loss: 0.0647 | Val IoU: 0.9551 (85/89)
"
"2025-10-16 22:47:37,711",INFO,"IoU未提升（当前:0.9551 最佳:0.9663），模型不保存
"
"2025-10-16 22:47:37,711",INFO,"Epoch 45 finished in 12.4s
"
"2025-10-16 22:47:48,358",INFO,"Epoch 46 | Train Loss: 0.0674
"
"2025-10-16 22:47:49,933",INFO,"Epoch 46 | Val Loss: 0.0630 | Val IoU: 0.8989 (80/89)
"
"2025-10-16 22:47:49,933",INFO,"IoU未提升（当前:0.8989 最佳:0.9663），模型不保存
"
"2025-10-16 22:47:49,933",INFO,"Epoch 46 finished in 12.2s
"
"2025-10-16 22:48:00,667",INFO,"Epoch 47 | Train Loss: 0.0662
"
"2025-10-16 22:48:02,194",INFO,"Epoch 47 | Val Loss: 0.0613 | Val IoU: 0.8764 (78/89)
"
"2025-10-16 22:48:02,195",INFO,"IoU未提升（当前:0.8764 最佳:0.9663），模型不保存
"
"2025-10-16 22:48:02,195",INFO,"Epoch 47 finished in 12.3s
"
"2025-10-16 22:48:12,924",INFO,"Epoch 48 | Train Loss: 0.0678
"
"2025-10-16 22:48:14,508",INFO,"Epoch 48 | Val Loss: 0.0614 | Val IoU: 0.8876 (79/89)
"
"2025-10-16 22:48:14,508",INFO,"IoU未提升（当前:0.8876 最佳:0.9663），模型不保存
"
"2025-10-16 22:48:14,508",INFO,"Epoch 48 finished in 12.3s
"
"2025-10-16 22:48:25,247",INFO,"Epoch 49 | Train Loss: 0.0686
"
"2025-10-16 22:48:26,953",INFO,"Epoch 49 | Val Loss: 0.0649 | Val IoU: 0.8427 (75/89)
"
"2025-10-16 22:48:26,953",INFO,"IoU未提升（当前:0.8427 最佳:0.9663），模型不保存
"
"2025-10-16 22:48:26,953",INFO,"Epoch 49 finished in 12.4s
"
"2025-10-16 22:48:37,626",INFO,"Epoch 50 | Train Loss: 0.0670
"
"2025-10-16 22:48:39,258",INFO,"Epoch 50 | Val Loss: 0.0580 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:48:39,259",INFO,"IoU未提升（当前:0.9101 最佳:0.9663），模型不保存
"
"2025-10-16 22:48:39,259",INFO,"Epoch 50 finished in 12.3s
"
"2025-10-16 22:48:50,004",INFO,"Epoch 51 | Train Loss: 0.0694
"
"2025-10-16 22:48:51,561",INFO,"Epoch 51 | Val Loss: 0.0649 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:48:51,561",INFO,"IoU未提升（当前:0.9101 最佳:0.9663），模型不保存
"
"2025-10-16 22:48:51,561",INFO,"Epoch 51 finished in 12.3s
"
"2025-10-16 22:49:02,421",INFO,"Epoch 52 | Train Loss: 0.0679
"
"2025-10-16 22:49:04,054",INFO,"Epoch 52 | Val Loss: 0.0682 | Val IoU: 0.8202 (73/89)
"
"2025-10-16 22:49:04,054",INFO,"IoU未提升（当前:0.8202 最佳:0.9663），模型不保存
"
"2025-10-16 22:49:04,054",INFO,"Epoch 52 finished in 12.5s
"
"2025-10-16 22:49:14,791",INFO,"Epoch 53 | Train Loss: 0.0683
"
"2025-10-16 22:49:16,388",INFO,"Epoch 53 | Val Loss: 0.0606 | Val IoU: 0.9438 (84/89)
"
"2025-10-16 22:49:16,389",INFO,"IoU未提升（当前:0.9438 最佳:0.9663），模型不保存
"
"2025-10-16 22:49:16,389",INFO,"Epoch 53 finished in 12.3s
"
"2025-10-16 22:49:26,991",INFO,"Epoch 54 | Train Loss: 0.0654
"
"2025-10-16 22:49:28,584",INFO,"Epoch 54 | Val Loss: 0.0618 | Val IoU: 0.9213 (82/89)
"
"2025-10-16 22:49:28,585",INFO,"IoU未提升（当前:0.9213 最佳:0.9663），模型不保存
"
"2025-10-16 22:49:28,585",INFO,"Epoch 54 finished in 12.2s
"
"2025-10-16 22:49:39,167",INFO,"Epoch 55 | Train Loss: 0.0670
"
"2025-10-16 22:49:40,751",INFO,"Epoch 55 | Val Loss: 0.0666 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:49:40,751",INFO,"IoU未提升（当前:0.9101 最佳:0.9663），模型不保存
"
"2025-10-16 22:49:40,751",INFO,"Epoch 55 finished in 12.2s
"
"2025-10-16 22:49:51,455",INFO,"Epoch 56 | Train Loss: 0.0673
"
"2025-10-16 22:49:53,047",INFO,"Epoch 56 | Val Loss: 0.0594 | Val IoU: 0.8876 (79/89)
"
"2025-10-16 22:49:53,047",INFO,"IoU未提升（当前:0.8876 最佳:0.9663），模型不保存
"
"2025-10-16 22:49:53,047",INFO,"Epoch 56 finished in 12.3s
"
"2025-10-16 22:50:03,646",INFO,"Epoch 57 | Train Loss: 0.0682
"
"2025-10-16 22:50:05,230",INFO,"Epoch 57 | Val Loss: 0.0615 | Val IoU: 0.9326 (83/89)
"
"2025-10-16 22:50:05,230",INFO,"IoU未提升（当前:0.9326 最佳:0.9663），模型不保存
"
"2025-10-16 22:50:05,230",INFO,"Epoch 57 finished in 12.2s
"
"2025-10-16 22:50:15,852",INFO,"Epoch 58 | Train Loss: 0.0655
"
"2025-10-16 22:50:17,406",INFO,"Epoch 58 | Val Loss: 0.0737 | Val IoU: 0.8315 (74/89)
"
"2025-10-16 22:50:17,406",INFO,"IoU未提升（当前:0.8315 最佳:0.9663），模型不保存
"
"2025-10-16 22:50:17,406",INFO,"Epoch 58 finished in 12.2s
"
"2025-10-16 22:50:28,138",INFO,"Epoch 59 | Train Loss: 0.0699
"
"2025-10-16 22:50:29,762",INFO,"Epoch 59 | Val Loss: 0.0612 | Val IoU: 0.9213 (82/89)
"
"2025-10-16 22:50:29,762",INFO,"IoU未提升（当前:0.9213 最佳:0.9663），模型不保存
"
"2025-10-16 22:50:29,762",INFO,"Epoch 59 finished in 12.4s
"
"2025-10-16 22:50:40,382",INFO,"Epoch 60 | Train Loss: 0.0694
"
"2025-10-16 22:50:41,985",INFO,"Epoch 60 | Val Loss: 0.0681 | Val IoU: 0.8652 (77/89)
"
"2025-10-16 22:50:41,986",INFO,"IoU未提升（当前:0.8652 最佳:0.9663），模型不保存
"
"2025-10-16 22:50:41,986",INFO,"Epoch 60 finished in 12.2s
"
"2025-10-16 22:50:52,699",INFO,"Epoch 61 | Train Loss: 0.0664
"
"2025-10-16 22:50:54,198",INFO,"Epoch 61 | Val Loss: 0.0679 | Val IoU: 0.8202 (73/89)
"
"2025-10-16 22:50:54,198",INFO,"IoU未提升（当前:0.8202 最佳:0.9663），模型不保存
"
"2025-10-16 22:50:54,198",INFO,"Epoch 61 finished in 12.2s
"
"2025-10-16 22:51:04,918",INFO,"Epoch 62 | Train Loss: 0.0657
"
"2025-10-16 22:51:06,520",INFO,"Epoch 62 | Val Loss: 0.0637 | Val IoU: 0.8989 (80/89)
"
"2025-10-16 22:51:06,520",INFO,"IoU未提升（当前:0.8989 最佳:0.9663），模型不保存
"
"2025-10-16 22:51:06,520",INFO,"Epoch 62 finished in 12.3s
"
"2025-10-16 22:51:17,375",INFO,"Epoch 63 | Train Loss: 0.0648
"
"2025-10-16 22:51:18,906",INFO,"Epoch 63 | Val Loss: 0.0682 | Val IoU: 0.8427 (75/89)
"
"2025-10-16 22:51:18,906",INFO,"IoU未提升（当前:0.8427 最佳:0.9663），模型不保存
"
"2025-10-16 22:51:18,906",INFO,"Epoch 63 finished in 12.4s
"
"2025-10-16 22:51:29,658",INFO,"Epoch 64 | Train Loss: 0.0640
"
"2025-10-16 22:51:31,187",INFO,"Epoch 64 | Val Loss: 0.0671 | Val IoU: 0.7753 (69/89)
"
"2025-10-16 22:51:31,187",INFO,"IoU未提升（当前:0.7753 最佳:0.9663），模型不保存
"
"2025-10-16 22:51:31,187",INFO,"Epoch 64 finished in 12.3s
"
"2025-10-16 22:51:41,889",INFO,"Epoch 65 | Train Loss: 0.0630
"
"2025-10-16 22:51:43,585",INFO,"Epoch 65 | Val Loss: 0.0655 | Val IoU: 0.8989 (80/89)
"
"2025-10-16 22:51:43,585",INFO,"IoU未提升（当前:0.8989 最佳:0.9663），模型不保存
"
"2025-10-16 22:51:43,585",INFO,"Epoch 65 finished in 12.4s
"
"2025-10-16 22:51:54,235",INFO,"Epoch 66 | Train Loss: 0.0652
"
"2025-10-16 22:51:55,789",INFO,"Epoch 66 | Val Loss: 0.0659 | Val IoU: 0.8315 (74/89)
"
"2025-10-16 22:51:55,789",INFO,"IoU未提升（当前:0.8315 最佳:0.9663），模型不保存
"
"2025-10-16 22:51:55,789",INFO,"Epoch 66 finished in 12.2s
"
"2025-10-16 22:52:06,445",INFO,"Epoch 67 | Train Loss: 0.0636
"
"2025-10-16 22:52:08,118",INFO,"Epoch 67 | Val Loss: 0.0560 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:52:08,118",INFO,"IoU未提升（当前:0.9101 最佳:0.9663），模型不保存
"
"2025-10-16 22:52:08,118",INFO,"Epoch 67 finished in 12.3s
"
"2025-10-16 22:52:18,828",INFO,"Epoch 68 | Train Loss: 0.0666
"
"2025-10-16 22:52:20,414",INFO,"Epoch 68 | Val Loss: 0.0637 | Val IoU: 0.9101 (81/89)
"
"2025-10-16 22:52:20,415",INFO,"IoU未提升（当前:0.9101 最佳:0.9663），模型不保存
"
"2025-10-16 22:52:20,415",INFO,"Epoch 68 finished in 12.3s
"
"2025-10-16 22:52:31,115",INFO,"Epoch 69 | Train Loss: 0.0658
"
"2025-10-16 22:52:32,660",INFO,"Epoch 69 | Val Loss: 0.0670 | Val IoU: 0.8652 (77/89)
"
"2025-10-16 22:52:32,661",INFO,"IoU未提升（当前:0.8652 最佳:0.9663），模型不保存
"
"2025-10-16 22:52:32,661",INFO,"Epoch 69 finished in 12.2s
"
"2025-10-16 22:52:43,246",INFO,"Epoch 70 | Train Loss: 0.0666
"
"2025-10-16 22:52:44,822",INFO,"Epoch 70 | Val Loss: 0.0640 | Val IoU: 0.9326 (83/89)
"
"2025-10-16 22:52:44,822",INFO,"IoU未提升（当前:0.9326 最佳:0.9663），模型不保存
"
"2025-10-16 22:52:44,822",INFO,"Epoch 70 finished in 12.2s
"
